primaryDomainId,casNumber,created,dataSources,description,displayName,domainIds,drugCategories,drugGroups,indication,synonyms,type,updated
drugbank.DB04695,,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,Farnesyl thiopyrophosphate,"['drugbank.DB04695', 'pubchem.657041']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04696,,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN","['drugbank.DB04696', 'pubchem.5288329']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04697,,2023-04-02T22:16:53.147000,['drugbank'],,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,['drugbank.DB04697'],[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04698,353522-10-8,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide","['drugbank.DB04698', 'pubchem.6102777']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04699,96-48-0,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,gamma-Butyrolactone,"['drugbank.DB04699', 'pubchem.7302']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04700,,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,GLUTATHIONE SULFINATE,"['drugbank.DB04700', 'pubchem.5326960']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04701,2922-56-7,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,S-Methyl glutathione,"['drugbank.DB04701', 'pubchem.115260', 'pubchem.134692079']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04702,,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE","['drugbank.DB04702', 'pubchem.5288476']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04703,520-26-3,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,Hesperidin,"['drugbank.DB04703', 'pubchem.10621']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04704,516-72-3,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,20-hydroxycholesterol,"['drugbank.DB04704', 'pubchem.440711']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04705,2140-46-7,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,25-Hydroxycholesterol,"['drugbank.DB04705', 'pubchem.65094']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04706,566-27-8,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,7beta-hydroxycholesterol,"['drugbank.DB04706', 'pubchem.473141']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04707,105628-72-6,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,Hydroxyfasudil,"['drugbank.DB04707', 'pubchem.3064778']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04708,,2023-04-02T22:16:53.147000,"['drugbank', 'unichem']",,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE","['drugbank.DB04708', 'pubchem.5459370']",[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04709,,2023-04-02T22:16:53.147000,['drugbank'],,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",['drugbank.DB04709'],[],[],,[],Drug,2023-04-02T22:16:53.147000
drugbank.DB04710,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,"['drugbank.DB04710', 'pubchem.15959287']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04711,606-17-7,2023-04-02T22:16:53.148000,"['drugbank', 'chembl', 'unichem']",,Iodipamide,"['drugbank.DB04711', 'drug_central.1455', 'pubchem.3739']",[],['approved'],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04712,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,"['drugbank.DB04712', 'pubchem.5459372']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04713,62561-75-5,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,4-Iodo-D-phenylalanine,"['drugbank.DB04713', 'pubchem.7047041', 'pubchem.2733279']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04714,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,ISOPENTENYL PYROPHOSPHATE,"['drugbank.DB04714', 'pubchem.1195']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04715,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,IMIDAZOPYRIDAZIN 1,"['drugbank.DB04715', 'pubchem.5459373']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04716,457081-03-7,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one","['drugbank.DB04716', 'pubchem.5494425']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04717,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,"['drugbank.DB04717', 'pubchem.16658532']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04718,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside","['drugbank.DB04718', 'pubchem.5459375']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04719,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE","['drugbank.DB04719', 'pubchem.5326976']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04720,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE","['drugbank.DB04720', 'pubchem.5326977']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04721,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE","['drugbank.DB04721', 'pubchem.5326978']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04722,,2023-04-02T22:16:53.148000,['drugbank'],,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",['drugbank.DB04722'],[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04723,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,"['drugbank.DB04723', 'pubchem.4369579']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04724,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide","['drugbank.DB04724', 'pubchem.5326914']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04725,156897-06-2,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Licofelone,"['drugbank.DB04725', 'pubchem.133021']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04726,1088-56-8,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Lumiflavin,"['drugbank.DB04726', 'pubchem.66184']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04727,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea","['drugbank.DB04727', 'pubchem.5326956']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04728,36441-41-5,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Lividomycin A,"['drugbank.DB04728', 'drug_central.1589', 'pubchem.72394']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04729,26098-04-4,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Gentamicin C1a,"['drugbank.DB04729', 'pubchem.72396']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04731,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,"['drugbank.DB04731', 'pubchem.6102806']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04732,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,"['drugbank.DB04732', 'pubchem.387442']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04733,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"1,6-DI-O-PHOSPHONO-D-MANNITOL","['drugbank.DB04733', 'pubchem.4369446']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04734,498-23-7,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Citraconic acid,"['drugbank.DB04734', 'pubchem.643798']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04735,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,MONOGALACTOSYL-DIACYLGLYCEROL,"['drugbank.DB04735', 'pubchem.5327038']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04736,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE","['drugbank.DB04736', 'pubchem.163626']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04737,28549-12-4,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,(S)-mandelonitrile,"['drugbank.DB04737', 'pubchem.439767']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04738,141672-08-4,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Motuporin,"['drugbank.DB04738', 'pubchem.4369034']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04739,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,"['drugbank.DB04739', 'pubchem.4369496']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04740,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Moxalactam (hydrolyzed),"['drugbank.DB04740', 'pubchem.11987678']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04741,76706-55-3,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Myxothiazol,"['drugbank.DB04741', 'pubchem.10972974']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04742,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid","['drugbank.DB04742', 'pubchem.5288990']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04743,51803-78-2,2023-04-02T22:16:53.148000,"['drugbank', 'chembl', 'unichem']",,Nimesulide,"['drugbank.DB04743', 'drug_central.1935', 'pubchem.4495']",[],['approved'],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04744,83-72-7,2023-04-02T22:16:53.148000,['drugbank'],,Lawsone,['drugbank.DB04744'],[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04745,59-31-4,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,2-Hydroxyquinoline,"['drugbank.DB04745', 'pubchem.6038']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04746,2420-56-6,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"(10E,12Z)-octadecadienoic acid","['drugbank.DB04746', 'pubchem.5282800']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04747,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,"['drugbank.DB04747', 'pubchem.5494436']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04748,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,OXIMINOARYLSULFONAMIDE,"['drugbank.DB04748', 'pubchem.9600417']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04749,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,"['drugbank.DB04749', 'pubchem.5289078']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04750,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,OREGON GREEN 488 CARBOXYLATE,"['drugbank.DB04750', 'pubchem.5289081']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04751,212844-53-6,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Purvalanol A,"['drugbank.DB04751', 'pubchem.456214']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04752,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Phosphatidyl ethanol,"['drugbank.DB04752', 'pubchem.52946593']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04753,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE","['drugbank.DB04753', 'pubchem.135464487']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04754,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE","['drugbank.DB04754', 'pubchem.135464486']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04755,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,PROPYL-1-PHOSPHATE,"['drugbank.DB04755', 'pubchem.49867456']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04756,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid","['drugbank.DB04756', 'pubchem.4369477']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04757,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE","['drugbank.DB04757', 'pubchem.135464488']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04758,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),"['drugbank.DB04758', 'pubchem.5326883']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04759,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)","['drugbank.DB04759', 'pubchem.5289109']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04760,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)","['drugbank.DB04760', 'pubchem.5289110']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04761,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]","['drugbank.DB04761', 'pubchem.5289111']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04762,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,"['drugbank.DB04762', 'pubchem.4369489']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04763,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM","['drugbank.DB04763', 'pubchem.5289159']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04764,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,"['drugbank.DB04764', 'pubchem.657077']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04765,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,"['drugbank.DB04765', 'pubchem.4369488']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04767,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,"['drugbank.DB04767', 'pubchem.5289214']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04768,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,Pyrithiamine Pyrophosphate,"['drugbank.DB04768', 'pubchem.5327150']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04769,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE","['drugbank.DB04769', 'pubchem.5289247']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04770,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL","['drugbank.DB04770', 'pubchem.4369502']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04771,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,"['drugbank.DB04771', 'pubchem.5494439']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04772,,2023-04-02T22:16:53.148000,"['drugbank', 'unichem']",,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,"['drugbank.DB04772', 'pubchem.5494440']",[],[],,[],Drug,2023-04-02T22:16:53.148000
drugbank.DB04773,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,"['drugbank.DB04773', 'pubchem.49867580']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04774,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Reidispongiolide A,"['drugbank.DB04774', 'pubchem.5289284']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04775,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Reidispongiolide C,"['drugbank.DB04775', 'pubchem.52946592']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04776,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,"['drugbank.DB04776', 'pubchem.5289296']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04777,78038-43-4,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,(R)-4-Nitrostyrene oxide,"['drugbank.DB04777', 'pubchem.1237170']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04778,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,SC45647,"['drugbank.DB04778', 'pubchem.21158881']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04779,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,"['drugbank.DB04779', 'pubchem.9600421']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04780,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Sulfatide,"['drugbank.DB04780', 'pubchem.5459389']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04781,13392-69-3,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,5-hydroxyvaleric acid,"['drugbank.DB04781', 'pubchem.25945']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04782,78038-42-3,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,(S)-4-Nitrostyrene oxide,"['drugbank.DB04782', 'pubchem.1237169']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04783,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Sphinxolide B,"['drugbank.DB04783', 'pubchem.46937020']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04784,1517-69-7,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,(R)-1-phenylethanol,"['drugbank.DB04784', 'pubchem.637516']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04785,7229-50-7,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Streptolydigin,"['drugbank.DB04785', 'pubchem.54708748']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04786,145-63-1,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Suramin,"['drugbank.DB04786', 'drug_central.2966', 'pubchem.4261196', 'pubchem.135973538', 'pubchem.5361']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04787,304853-42-7,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Tanaproget,"['drugbank.DB04787', 'pubchem.4369524']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04788,87913-21-1,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Tagetitoxin,"['drugbank.DB04788', 'pubchem.5327077']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04789,134-35-0,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,5-methyltetrahydrofolic acid,"['drugbank.DB04789', 'pubchem.135415868']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04790,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol","['drugbank.DB04790', 'pubchem.5326924']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04791,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL","['drugbank.DB04791', 'pubchem.5326925']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04792,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL","['drugbank.DB04792', 'pubchem.5326926']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04793,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol","['drugbank.DB04793', 'pubchem.5326927']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04794,60628-96-8,2023-04-02T22:16:53.149000,"['drugbank', 'chembl', 'unichem']",,Bifonazole,"['drugbank.DB04794', 'drug_central.370', 'pubchem.2378']",[],['approved'],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04795,326-91-0,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Thenoyltrifluoroacetone,"['drugbank.DB04795', 'pubchem.5601']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04796,163217-09-2,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Inecalcitol,"['drugbank.DB04796', 'pubchem.6915835']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04797,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,Triazolopyridine,"['drugbank.DB04797', 'pubchem.5289514']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04798,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,THIO-ATPA,"['drugbank.DB04798', 'pubchem.5289518', 'pubchem.5289517']",[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04799,43152-58-5,2023-04-02T22:16:53.149000,['drugbank'],,"6-Hydroxy-5-undecyl-4,7-benzothiazoledione",['drugbank.DB04799'],[],[],,[],Drug,2023-04-02T22:16:53.149000
drugbank.DB04800,,2023-04-02T22:16:53.149000,"['drugbank', 'unichem']",,1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,"['drugbank.DB04800', 'pubchem.5327154']",[],[],,[],Drug,2023-04-02T22:16:53.149000
