Symptom_CUI	Symptom_Name	Gene_Symbol	Source
C0017181	Gastrointestinal bleed	STK11	DisGeNet
C0017181	Gastrointestinal bleed	FGA	DisGeNet
C0017181	Gastrointestinal bleed	SDHC	DisGeNet
C0017181	Gastrointestinal bleed	PIK3CA	DisGeNet
C0017181	Gastrointestinal bleed	IL10	DisGeNet
C0017181	Gastrointestinal bleed	CYP7B1	DisGeNet
C0017181	Gastrointestinal bleed	PTGS1	MalaCards
C0017181	Gastrointestinal bleed	VWF	MalaCards|DisGeNet
C0017181	Gastrointestinal bleed	AVP	DisGeNet
C0017181	Gastrointestinal bleed	SDHB	DisGeNet
C0017181	Gastrointestinal bleed	FAN1	DisGeNet
C0017181	Gastrointestinal bleed	MSH2	DisGeNet
C0017181	Gastrointestinal bleed	ATP4A	MalaCards
C0017181	Gastrointestinal bleed	LBR	DisGeNet
C0017181	Gastrointestinal bleed	PMS1	DisGeNet
C0017181	Gastrointestinal bleed	F2	MalaCards|DisGeNet
C0017181	Gastrointestinal bleed	PMS2	DisGeNet
C0017181	Gastrointestinal bleed	LTF	DisGeNet
C0017181	Gastrointestinal bleed	CSF2	DisGeNet
C0017181	Gastrointestinal bleed	MLH1	DisGeNet
C0017181	Gastrointestinal bleed	CCR1	DisGeNet
C0017181	Gastrointestinal bleed	MVK	DisGeNet
C0017181	Gastrointestinal bleed	JAK2	DisGeNet
C0017181	Gastrointestinal bleed	B2M	DisGeNet
C0017181	Gastrointestinal bleed	SDHD	DisGeNet
C0017181	Gastrointestinal bleed	MLH3	DisGeNet
C0017181	Gastrointestinal bleed	STAT4	DisGeNet
C0017181	Gastrointestinal bleed	ITGA2B	DisGeNet
C0017181	Gastrointestinal bleed	MYH9	DisGeNet
C0017181	Gastrointestinal bleed	ERAP1	DisGeNet
C0017181	Gastrointestinal bleed	HRH2	MalaCards
C0017181	Gastrointestinal bleed	AGGF1	DisGeNet
C0017181	Gastrointestinal bleed	KRAS	DisGeNet
C0017181	Gastrointestinal bleed	ATP12A	MalaCards
C0017181	Gastrointestinal bleed	GFI1B	DisGeNet
C0017181	Gastrointestinal bleed	MSH6	DisGeNet
C0017181	Gastrointestinal bleed	TGFBR2	DisGeNet
C0017181	Gastrointestinal bleed	SLC9A4	MalaCards
C0017181	Gastrointestinal bleed	ABCC6	DisGeNet
C0017181	Gastrointestinal bleed	PDGFRA	DisGeNet
C0017181	Gastrointestinal bleed	EPCAM	DisGeNet
C0017181	Gastrointestinal bleed	FGB	DisGeNet
C0017181	Gastrointestinal bleed	PTGS2	MalaCards
C0017181	Gastrointestinal bleed	PLOD1	DisGeNet
C0017181	Gastrointestinal bleed	FGG	DisGeNet
C0017181	Gastrointestinal bleed	KIT	DisGeNet
C0017181	Gastrointestinal bleed	FAS	DisGeNet
C0017181	Gastrointestinal bleed	FAH	DisGeNet
C0557874	Global developmental delay	PUF60	DisGeNet
C0557874	Global developmental delay	COG2	DisGeNet
C0557874	Global developmental delay	STXBP1	DisGeNet
C0557874	Global developmental delay	RAB18	DisGeNet
C0557874	Global developmental delay	ALDH7A1	DisGeNet
C0557874	Global developmental delay	ATP1A3	DisGeNet
C0557874	Global developmental delay	SIM1	DisGeNet
C0557874	Global developmental delay	SMARCB1	DisGeNet
C0557874	Global developmental delay	SZT2	DisGeNet
C0557874	Global developmental delay	SCN2A	DisGeNet
C0557874	Global developmental delay	MAD2L2	DisGeNet
C0557874	Global developmental delay	QDPR	DisGeNet
C0557874	Global developmental delay	APP	DisGeNet
C0557874	Global developmental delay	NTRK1	DisGeNet
C0557874	Global developmental delay	FRA16E	DisGeNet
C0557874	Global developmental delay	PCCB	DisGeNet
C0557874	Global developmental delay	SLC26A4	DisGeNet
C0557874	Global developmental delay	SDHA	DisGeNet
C0557874	Global developmental delay	UQCRQ	DisGeNet
C0557874	Global developmental delay	SIX6	DisGeNet
C0557874	Global developmental delay	FARS2	DisGeNet
C0557874	Global developmental delay	SHH	DisGeNet
C0557874	Global developmental delay	PAX8	DisGeNet
C0557874	Global developmental delay	KYNU	DisGeNet
C0557874	Global developmental delay	FANCL	DisGeNet
C0557874	Global developmental delay	RPIA	DisGeNet
C0557874	Global developmental delay	ARSE	DisGeNet
C0557874	Global developmental delay	LONP1	DisGeNet
C0557874	Global developmental delay	RAD21	DisGeNet
C0557874	Global developmental delay	PYCR1	DisGeNet
C0557874	Global developmental delay	PGM3	DisGeNet
C0557874	Global developmental delay	AP4S1	DisGeNet
C0557874	Global developmental delay	MKS1	DisGeNet
C0557874	Global developmental delay	BTD	DisGeNet
C0557874	Global developmental delay	SNAP29	DisGeNet
C0557874	Global developmental delay	KIAA0586	DisGeNet
C0557874	Global developmental delay	PLK4	DisGeNet
C0557874	Global developmental delay	ABCC8	DisGeNet
C0557874	Global developmental delay	PEX12	DisGeNet
C0557874	Global developmental delay	TMEM216	DisGeNet
C0557874	Global developmental delay	EFNB1	DisGeNet
C0557874	Global developmental delay	FGFR1	DisGeNet
C0557874	Global developmental delay	BRF1	DisGeNet
C0557874	Global developmental delay	MTRR	DisGeNet
C0557874	Global developmental delay	MED17	DisGeNet
C0557874	Global developmental delay	WASHC4	DisGeNet
C0557874	Global developmental delay	MAPK1	DisGeNet
C0557874	Global developmental delay	ACADS	DisGeNet
C0557874	Global developmental delay	AUH	DisGeNet
C0557874	Global developmental delay	AAAS	DisGeNet
C0557874	Global developmental delay	RARS	DisGeNet
C0557874	Global developmental delay	DLG3	DisGeNet
C0557874	Global developmental delay	MLYCD	DisGeNet
C0557874	Global developmental delay	QARS	DisGeNet
C0557874	Global developmental delay	ZNF423	DisGeNet
C0557874	Global developmental delay	ASL	DisGeNet
C0557874	Global developmental delay	DUOX2	DisGeNet
C0557874	Global developmental delay	NAA10	DisGeNet
C0557874	Global developmental delay	CYB5R3	DisGeNet
C0557874	Global developmental delay	PLG	DisGeNet
C0557874	Global developmental delay	DPYD	DisGeNet
C0557874	Global developmental delay	RDH11	DisGeNet
C0557874	Global developmental delay	TRHR	DisGeNet
C0557874	Global developmental delay	GCK	DisGeNet
C0557874	Global developmental delay	VRK1	DisGeNet
C0557874	Global developmental delay	NDUFA1	DisGeNet
C0557874	Global developmental delay	UBE3A	DisGeNet
C0557874	Global developmental delay	COMT	DisGeNet
C0557874	Global developmental delay	B4GAT1	DisGeNet
C0557874	Global developmental delay	GMPPA	DisGeNet
C0557874	Global developmental delay	PEPD	DisGeNet
C0557874	Global developmental delay	NDUFS4	DisGeNet
C0557874	Global developmental delay	EBP	DisGeNet
C0557874	Global developmental delay	PAM16	DisGeNet
C0557874	Global developmental delay	NDUFS2	DisGeNet
C0557874	Global developmental delay	NKX2-1	DisGeNet
C0557874	Global developmental delay	FASTKD2	DisGeNet
C0557874	Global developmental delay	SEPSECS	DisGeNet
C0557874	Global developmental delay	AHCY	DisGeNet
C0557874	Global developmental delay	WRAP53	DisGeNet
C0557874	Global developmental delay	PEX10	DisGeNet
C0557874	Global developmental delay	SLC35A2	DisGeNet
C0557874	Global developmental delay	ADNP	DisGeNet
C0557874	Global developmental delay	ACADSB	DisGeNet
C0557874	Global developmental delay	CTCF	DisGeNet
C0557874	Global developmental delay	USP9X	DisGeNet
C0557874	Global developmental delay	FANCG	DisGeNet
C0557874	Global developmental delay	DAG1	DisGeNet
C0557874	Global developmental delay	SC5D	DisGeNet
C0557874	Global developmental delay	OCRL	DisGeNet
C0557874	Global developmental delay	LIPT1	DisGeNet
C0557874	Global developmental delay	COX10	DisGeNet
C0557874	Global developmental delay	SPINK5	DisGeNet
C0557874	Global developmental delay	POLA1	DisGeNet
C0557874	Global developmental delay	PIK3R2	DisGeNet
C0557874	Global developmental delay	NKX2-5	DisGeNet
C0557874	Global developmental delay	PEX11B	DisGeNet
C0557874	Global developmental delay	FANCE	DisGeNet
C0557874	Global developmental delay	ALG6	DisGeNet
C0557874	Global developmental delay	MUT	DisGeNet
C0557874	Global developmental delay	SYNGAP1	DisGeNet
C0557874	Global developmental delay	LBR	DisGeNet
C0557874	Global developmental delay	LRP2	DisGeNet
C0557874	Global developmental delay	PCLO	DisGeNet
C0557874	Global developmental delay	VLDLR	DisGeNet
C0557874	Global developmental delay	NDUFA10	DisGeNet
C0557874	Global developmental delay	YWHAE	DisGeNet
C0557874	Global developmental delay	PGAP2	DisGeNet
C0557874	Global developmental delay	RAD51	DisGeNet
C0557874	Global developmental delay	XRCC4	DisGeNet
C0557874	Global developmental delay	FMR1	DisGeNet
C0557874	Global developmental delay	SMARCE1	DisGeNet
C0557874	Global developmental delay	PLP1	DisGeNet
C0557874	Global developmental delay	IDH2	DisGeNet
C0557874	Global developmental delay	ALDH5A1	DisGeNet
C0557874	Global developmental delay	AP4M1	DisGeNet
C0557874	Global developmental delay	PMM2	DisGeNet
C0557874	Global developmental delay	AARS	DisGeNet
C0557874	Global developmental delay	GRIN2B	DisGeNet
C0557874	Global developmental delay	KAT6A	DisGeNet
C0557874	Global developmental delay	CTNNB1	DisGeNet
C0557874	Global developmental delay	NDN	DisGeNet
C0557874	Global developmental delay	PPT1	DisGeNet
C0557874	Global developmental delay	HESX1	DisGeNet
C0557874	Global developmental delay	KCNQ2	DisGeNet
C0557874	Global developmental delay	TPI1	DisGeNet
C0557874	Global developmental delay	ADGRG1	DisGeNet
C0557874	Global developmental delay	CPS1	DisGeNet
C0557874	Global developmental delay	LARGE1	DisGeNet
C0557874	Global developmental delay	SATB2	DisGeNet
C0557874	Global developmental delay	EYA1	DisGeNet
C0557874	Global developmental delay	WASHC5	DisGeNet
C0557874	Global developmental delay	SLC33A1	DisGeNet
C0557874	Global developmental delay	VAX1	DisGeNet
C0557874	Global developmental delay	FKTN	DisGeNet
C0557874	Global developmental delay	KCNB1	DisGeNet
C0557874	Global developmental delay	CA2	DisGeNet
C0557874	Global developmental delay	IDUA	DisGeNet
C0557874	Global developmental delay	PAH	DisGeNet
C0557874	Global developmental delay	PEX3	DisGeNet
C0557874	Global developmental delay	BCAP31	DisGeNet
C0557874	Global developmental delay	POMT2	DisGeNet
C0557874	Global developmental delay	TPO	DisGeNet
C0557874	Global developmental delay	MYO7A	DisGeNet
C0557874	Global developmental delay	GM2A	DisGeNet
C0557874	Global developmental delay	SLC9A6	DisGeNet
C0557874	Global developmental delay	ACY1	DisGeNet
C0557874	Global developmental delay	SBDS	DisGeNet
C0557874	Global developmental delay	SLC3A1	DisGeNet
C0557874	Global developmental delay	RERE	DisGeNet
C0557874	Global developmental delay	HNRNPK	DisGeNet
C0557874	Global developmental delay	CIB2	DisGeNet
C0557874	Global developmental delay	SLC25A1	DisGeNet
C0557874	Global developmental delay	CEP57	DisGeNet
C0557874	Global developmental delay	TREX1	DisGeNet
C0557874	Global developmental delay	ALDH18A1	DisGeNet
C0557874	Global developmental delay	BMP4	DisGeNet
C0557874	Global developmental delay	ERCC5	DisGeNet
C0557874	Global developmental delay	PIGT	DisGeNet
C0557874	Global developmental delay	MAP2K1	DisGeNet
C0557874	Global developmental delay	ST3GAL5	DisGeNet
C0557874	Global developmental delay	SETD2	DisGeNet
C0557874	Global developmental delay	PDP1	DisGeNet
C0557874	Global developmental delay	ALG3	DisGeNet
C0557874	Global developmental delay	GRIK2	DisGeNet
C0557874	Global developmental delay	POLG	DisGeNet
C0557874	Global developmental delay	RAD51C	DisGeNet
C0557874	Global developmental delay	PTEN	DisGeNet
C0557874	Global developmental delay	FLNA	DisGeNet
C0557874	Global developmental delay	HLCS	DisGeNet
C0557874	Global developmental delay	CIT	DisGeNet
C0557874	Global developmental delay	MPC1	DisGeNet
C0557874	Global developmental delay	PAFAH1B1	DisGeNet
C0557874	Global developmental delay	GFER	DisGeNet
C0557874	Global developmental delay	B9D1	DisGeNet
C0557874	Global developmental delay	CTBP1	DisGeNet
C0557874	Global developmental delay	COL5A1	DisGeNet
C0557874	Global developmental delay	PIK3CA	DisGeNet
C0557874	Global developmental delay	PACS1	DisGeNet
C0557874	Global developmental delay	LHX3	DisGeNet
C0557874	Global developmental delay	KPTN	DisGeNet
C0557874	Global developmental delay	INS	DisGeNet
C0557874	Global developmental delay	MVK	DisGeNet
C0557874	Global developmental delay	NDUFS3	DisGeNet
C0557874	Global developmental delay	SCN8A	DisGeNet
C0557874	Global developmental delay	VPS53	DisGeNet
C0557874	Global developmental delay	RPGRIP1L	DisGeNet
C0557874	Global developmental delay	NDUFA9	DisGeNet
C0557874	Global developmental delay	OPHN1	DisGeNet
C0557874	Global developmental delay	ZBTB18	DisGeNet
C0557874	Global developmental delay	NSDHL	DisGeNet
C0557874	Global developmental delay	MGP	DisGeNet
C0557874	Global developmental delay	SSR4	DisGeNet
C0557874	Global developmental delay	MECP2	DisGeNet
C0557874	Global developmental delay	HDAC4	DisGeNet
C0557874	Global developmental delay	CASK	DisGeNet
C0557874	Global developmental delay	PEX1	DisGeNet
C0557874	Global developmental delay	LETM1	DisGeNet
C0557874	Global developmental delay	TECPR2	DisGeNet
C0557874	Global developmental delay	TMEM70	DisGeNet
C0557874	Global developmental delay	ZIC2	DisGeNet
C0557874	Global developmental delay	SLC5A5	DisGeNet
C0557874	Global developmental delay	MID2	DisGeNet
C0557874	Global developmental delay	SOX11	DisGeNet
C0557874	Global developmental delay	AP4E1	DisGeNet
C0557874	Global developmental delay	SLC18A2	DisGeNet
C0557874	Global developmental delay	BBS4	DisGeNet
C0557874	Global developmental delay	SPR	DisGeNet
C0557874	Global developmental delay	MOGS	DisGeNet
C0557874	Global developmental delay	KAT6B	DisGeNet
C0557874	Global developmental delay	HSD17B10	DisGeNet
C0557874	Global developmental delay	MAN2B1	DisGeNet
C0557874	Global developmental delay	MED12	DisGeNet
C0557874	Global developmental delay	HSPD1	DisGeNet
C0557874	Global developmental delay	EIF2AK3	DisGeNet
C0557874	Global developmental delay	COX6B1	DisGeNet
C0557874	Global developmental delay	SMARCA4	DisGeNet
C0557874	Global developmental delay	RET	DisGeNet
C0557874	Global developmental delay	MEIS2	DisGeNet
C0557874	Global developmental delay	DCPS	DisGeNet
C0557874	Global developmental delay	EEF1A2	DisGeNet
C0557874	Global developmental delay	CEP135	DisGeNet
C0557874	Global developmental delay	TNFRSF11A	DisGeNet
C0557874	Global developmental delay	PLOD3	DisGeNet
C0557874	Global developmental delay	AHDC1	DisGeNet
C0557874	Global developmental delay	PEX26	DisGeNet
C0557874	Global developmental delay	HERC2	DisGeNet
C0557874	Global developmental delay	FOXRED1	DisGeNet
C0557874	Global developmental delay	LYST	DisGeNet
C0557874	Global developmental delay	ARG1	DisGeNet
C0557874	Global developmental delay	DDHD2	DisGeNet
C0557874	Global developmental delay	TAF2	DisGeNet
C0557874	Global developmental delay	CLIC2	DisGeNet
C0557874	Global developmental delay	PEX14	DisGeNet
C0557874	Global developmental delay	STT3A	DisGeNet
C0557874	Global developmental delay	PTCH1	DisGeNet
C0557874	Global developmental delay	PPP2R1A	DisGeNet
C0557874	Global developmental delay	PTS	DisGeNet
C0557874	Global developmental delay	KCNH1	DisGeNet
C0557874	Global developmental delay	NPHP3	DisGeNet
C0557874	Global developmental delay	SOX2	DisGeNet
C0557874	Global developmental delay	NR2F1	DisGeNet
C0557874	Global developmental delay	GRM1	DisGeNet
C0557874	Global developmental delay	AP1S1	DisGeNet
C0557874	Global developmental delay	PREPL	DisGeNet
C0557874	Global developmental delay	IGF2	DisGeNet
C0557874	Global developmental delay	CC2D1A	DisGeNet
C0557874	Global developmental delay	RAB3GAP2	DisGeNet
C0557874	Global developmental delay	ASPA	DisGeNet
C0557874	Global developmental delay	XRCC2	DisGeNet
C0557874	Global developmental delay	COL4A1	DisGeNet
C0557874	Global developmental delay	PRF1	DisGeNet
C0557874	Global developmental delay	PSPH	DisGeNet
C0557874	Global developmental delay	AFF4	DisGeNet
C0557874	Global developmental delay	SPTBN2	DisGeNet
C0557874	Global developmental delay	ACTA1	DisGeNet
C0557874	Global developmental delay	SOBP	DisGeNet
C0557874	Global developmental delay	DDR2	DisGeNet
C0557874	Global developmental delay	POU1F1	DisGeNet
C0557874	Global developmental delay	ACADM	DisGeNet
C0557874	Global developmental delay	UFD1	DisGeNet
C0557874	Global developmental delay	DPAGT1	DisGeNet
C0557874	Global developmental delay	USH1C	DisGeNet
C0557874	Global developmental delay	DYM	DisGeNet
C0557874	Global developmental delay	POLR3A	DisGeNet
C0557874	Global developmental delay	TUBB3	DisGeNet
C0557874	Global developmental delay	GAD1	DisGeNet
C0557874	Global developmental delay	PEX6	DisGeNet
C0557874	Global developmental delay	GNE	DisGeNet
C0557874	Global developmental delay	HIBCH	DisGeNet
C0557874	Global developmental delay	SMC3	DisGeNet
C0557874	Global developmental delay	AIMP1	DisGeNet
C0557874	Global developmental delay	MAN1B1	DisGeNet
C0557874	Global developmental delay	SDHB	DisGeNet
C0557874	Global developmental delay	ACOX1	DisGeNet
C0557874	Global developmental delay	KCNJ10	DisGeNet
C0557874	Global developmental delay	KARS	DisGeNet
C0557874	Global developmental delay	ADAR	DisGeNet
C0557874	Global developmental delay	GAMT	DisGeNet
C0557874	Global developmental delay	EP300	DisGeNet
C0557874	Global developmental delay	EDNRB	DisGeNet
C0557874	Global developmental delay	ASS1	DisGeNet
C0557874	Global developmental delay	DHCR7	DisGeNet
C0557874	Global developmental delay	NDUFS1	DisGeNet
C0557874	Global developmental delay	ALDH6A1	DisGeNet
C0557874	Global developmental delay	MMADHC	DisGeNet
C0557874	Global developmental delay	IPW	DisGeNet
C0557874	Global developmental delay	CAD	DisGeNet
C0557874	Global developmental delay	CDK5	DisGeNet
C0557874	Global developmental delay	PQBP1	DisGeNet
C0557874	Global developmental delay	PCNA	DisGeNet
C0557874	Global developmental delay	NDUFAF1	DisGeNet
C0557874	Global developmental delay	CLP1	DisGeNet
C0557874	Global developmental delay	MNX1	DisGeNet
C0557874	Global developmental delay	ADSL	DisGeNet
C0557874	Global developmental delay	KATNB1	DisGeNet
C0557874	Global developmental delay	CRBN	DisGeNet
C0557874	Global developmental delay	EXT2	DisGeNet
C0557874	Global developmental delay	POLR1C	DisGeNet
C0557874	Global developmental delay	RAB3GAP1	DisGeNet
C0557874	Global developmental delay	BCS1L	DisGeNet
C0557874	Global developmental delay	MTO1	DisGeNet
C0557874	Global developmental delay	GATA6	DisGeNet
C0557874	Global developmental delay	PTRH2	DisGeNet
C0557874	Global developmental delay	PC	DisGeNet
C0557874	Global developmental delay	PPP2R5D	DisGeNet
C0557874	Global developmental delay	PURA	DisGeNet
C0557874	Global developmental delay	SLC16A1	DisGeNet
C0557874	Global developmental delay	BRCA2	DisGeNet
C0557874	Global developmental delay	MTR	DisGeNet
C0557874	Global developmental delay	PHF21A	DisGeNet
C0557874	Global developmental delay	ZNF592	DisGeNet
C0557874	Global developmental delay	SUCLG1	DisGeNet
C0557874	Global developmental delay	APC2	DisGeNet
C0557874	Global developmental delay	GNAO1	DisGeNet
C0557874	Global developmental delay	FGFRL1	DisGeNet
C0557874	Global developmental delay	PLA2G6	DisGeNet
C0557874	Global developmental delay	ABAT	DisGeNet
C0557874	Global developmental delay	EFTUD2	DisGeNet
C0557874	Global developmental delay	B4GALT1	DisGeNet
C0557874	Global developmental delay	CDC6	DisGeNet
C0557874	Global developmental delay	NDUFS8	DisGeNet
C0557874	Global developmental delay	HADHA	DisGeNet
C0557874	Global developmental delay	TSHR	DisGeNet
C0557874	Global developmental delay	ITPR1	DisGeNet
C0557874	Global developmental delay	BRAF	DisGeNet
C0557874	Global developmental delay	PDHA1	DisGeNet
C0557874	Global developmental delay	KDM6A	DisGeNet
C0557874	Global developmental delay	WNT5A	DisGeNet
C0557874	Global developmental delay	ATP6	DisGeNet
C0557874	Global developmental delay	NDE1	DisGeNet
C0557874	Global developmental delay	KIF5C	DisGeNet
C0557874	Global developmental delay	LIPA	DisGeNet
C0557874	Global developmental delay	ANKRD11	DisGeNet
C0557874	Global developmental delay	SKI	DisGeNet
C0557874	Global developmental delay	PSAT1	DisGeNet
C0557874	Global developmental delay	LEMD3	DisGeNet
C0557874	Global developmental delay	NHP2	DisGeNet
C0557874	Global developmental delay	TRNT1	DisGeNet
C0557874	Global developmental delay	PEX5	DisGeNet
C0557874	Global developmental delay	OTX2	DisGeNet
C0557874	Global developmental delay	MBTPS2	DisGeNet
C0557874	Global developmental delay	CHRNA7	DisGeNet
C0557874	Global developmental delay	CD96	DisGeNet
C0557874	Global developmental delay	HMGB3	DisGeNet
C0557874	Global developmental delay	MKKS	DisGeNet
C0557874	Global developmental delay	TUBG1	DisGeNet
C0557874	Global developmental delay	OGDH	DisGeNet
C0557874	Global developmental delay	DHFR	DisGeNet
C0557874	Global developmental delay	MAG	DisGeNet
C0557874	Global developmental delay	GALE	DisGeNet
C0557874	Global developmental delay	NDUFV2	DisGeNet
C0557874	Global developmental delay	EMX2	DisGeNet
C0557874	Global developmental delay	HMGA2	DisGeNet
C0557874	Global developmental delay	DNMT3B	DisGeNet
C0557874	Global developmental delay	MAP2K2	DisGeNet
C0557874	Global developmental delay	IQCB1	DisGeNet
C0557874	Global developmental delay	NDUFV1	DisGeNet
C0557874	Global developmental delay	VPS33B	DisGeNet
C0557874	Global developmental delay	SPECC1L	DisGeNet
C0557874	Global developmental delay	DDOST	DisGeNet
C0557874	Global developmental delay	LTC4S	DisGeNet
C0557874	Global developmental delay	IVD	DisGeNet
C0557874	Global developmental delay	FH	DisGeNet
C0557874	Global developmental delay	BUB1B	DisGeNet
C0557874	Global developmental delay	KCNJ1	DisGeNet
C0557874	Global developmental delay	ASNS	DisGeNet
C0557874	Global developmental delay	ZMYND11	DisGeNet
C0557874	Global developmental delay	SDHC	DisGeNet
C0557874	Global developmental delay	ARNT2	DisGeNet
C0557874	Global developmental delay	SUCLA2	DisGeNet
C0557874	Global developmental delay	SLC25A12	DisGeNet
C0557874	Global developmental delay	TGDS	DisGeNet
C0557874	Global developmental delay	SURF1	DisGeNet
C0557874	Global developmental delay	COG1	DisGeNet
C0557874	Global developmental delay	SUOX	DisGeNet
C0557874	Global developmental delay	BMP2	DisGeNet
C0557874	Global developmental delay	MPV17	DisGeNet
C0557874	Global developmental delay	HIRA	DisGeNet
C0557874	Global developmental delay	MAGEL2	DisGeNet
C0557874	Global developmental delay	FANCF	DisGeNet
C0557874	Global developmental delay	KIF1BP	DisGeNet
C0557874	Global developmental delay	PROC	DisGeNet
C0557874	Global developmental delay	FUCA1	DisGeNet
C0557874	Global developmental delay	SLC2A1	DisGeNet
C0557874	Global developmental delay	SNRPN	DisGeNet
C0557874	Global developmental delay	TG	DisGeNet
C0557874	Global developmental delay	ZBTB24	DisGeNet
C0557874	Global developmental delay	CEP164	DisGeNet
C0557874	Global developmental delay	LZTFL1	DisGeNet
C0557874	Global developmental delay	CAMTA1	DisGeNet
C0557874	Global developmental delay	PEX16	DisGeNet
C0557874	Global developmental delay	HSD17B4	DisGeNet
C0557874	Global developmental delay	PMPCA	DisGeNet
C0557874	Global developmental delay	SAMHD1	DisGeNet
C0557874	Global developmental delay	SEC24C	DisGeNet
C0557874	Global developmental delay	RREB1	DisGeNet
C0557874	Global developmental delay	ADK	DisGeNet
C0557874	Global developmental delay	OTC	DisGeNet
C0557874	Global developmental delay	COX15	DisGeNet
C0557874	Global developmental delay	LRPPRC	DisGeNet
C0557874	Global developmental delay	SPART	DisGeNet
C0557874	Global developmental delay	GLI2	DisGeNet
C0557874	Global developmental delay	ARID1A	DisGeNet
C0557874	Global developmental delay	TINF2	DisGeNet
C0557874	Global developmental delay	SLC12A1	DisGeNet
C0557874	Global developmental delay	TRAF3IP1	DisGeNet
C0557874	Global developmental delay	PEX19	DisGeNet
C0557874	Global developmental delay	NELFA	DisGeNet
C0557874	Global developmental delay	FANCA	DisGeNet
C0557874	Global developmental delay	CRKL	DisGeNet
C0557874	Global developmental delay	SCN1B	DisGeNet
C0557874	Global developmental delay	RAF1	DisGeNet
C0557874	Global developmental delay	SLC2A2	DisGeNet
C0557874	Global developmental delay	PDE4D	DisGeNet
C0557874	Global developmental delay	ATRX	DisGeNet
C0557874	Global developmental delay	NDUFA2	DisGeNet
C0557874	Global developmental delay	PSAP	DisGeNet
C0557874	Global developmental delay	GMPPB	DisGeNet
C0557874	Global developmental delay	NDUFB3	DisGeNet
C0557874	Global developmental delay	GJA1	DisGeNet
C0557874	Global developmental delay	KIF1A	DisGeNet
C0557874	Global developmental delay	CCDC22	DisGeNet
C0557874	Global developmental delay	STS	DisGeNet
C0557874	Global developmental delay	NF1	DisGeNet
C0557874	Global developmental delay	PLAGL1	DisGeNet
C0557874	Global developmental delay	CPLX1	DisGeNet
C0557874	Global developmental delay	COX7B	DisGeNet
C0557874	Global developmental delay	DHTKD1	DisGeNet
C0557874	Global developmental delay	STIL	DisGeNet
C0557874	Global developmental delay	POMT1	DisGeNet
C0557874	Global developmental delay	PAX1	DisGeNet
C0557874	Global developmental delay	FANCC	DisGeNet
C0557874	Global developmental delay	PCNT	DisGeNet
C0557874	Global developmental delay	KIF22	DisGeNet
C0557874	Global developmental delay	EZH2	DisGeNet
C0557874	Global developmental delay	MYO5A	DisGeNet
C0557874	Global developmental delay	PRODH	DisGeNet
C0557874	Global developmental delay	SLC12A6	DisGeNet
C0557874	Global developmental delay	BUB3	DisGeNet
C0557874	Global developmental delay	CORO1A	DisGeNet
C0557874	Global developmental delay	SH2B1	DisGeNet
C0557874	Global developmental delay	PEX2	DisGeNet
C0557874	Global developmental delay	LAMP2	DisGeNet
C0557874	Global developmental delay	BBS1	DisGeNet
C0557874	Global developmental delay	POGZ	DisGeNet
C0557874	Global developmental delay	ANK1	DisGeNet
C0557874	Global developmental delay	TUBA8	DisGeNet
C0557874	Global developmental delay	TUBGCP4	DisGeNet
C0557874	Global developmental delay	TSC1	DisGeNet
C0557874	Global developmental delay	NECAP1	DisGeNet
C0557874	Global developmental delay	WWOX	DisGeNet
C0557874	Global developmental delay	KMT2D	DisGeNet
C0557874	Global developmental delay	RPL35A	DisGeNet
C0557874	Global developmental delay	FANCD2	DisGeNet
C0557874	Global developmental delay	EIF4A3	DisGeNet
C0557874	Global developmental delay	POLR3B	DisGeNet
C0557874	Global developmental delay	SLC6A8	DisGeNet
C0557874	Global developmental delay	MKRN3	DisGeNet
C0557874	Global developmental delay	SMPD1	DisGeNet
C0557874	Global developmental delay	AKT1	DisGeNet
C0557874	Global developmental delay	PEX13	DisGeNet
C0557874	Global developmental delay	ROR2	DisGeNet
C0557874	Global developmental delay	HADHB	DisGeNet
C0557874	Global developmental delay	GRID2	DisGeNet
C0557874	Global developmental delay	BUB1	DisGeNet
C0557874	Global developmental delay	SLC17A5	DisGeNet
C0557874	Global developmental delay	UMPS	DisGeNet
C0557874	Global developmental delay	CEP152	DisGeNet
C0557874	Global developmental delay	PPM1B	DisGeNet
C0557874	Global developmental delay	LARS	DisGeNet
C0557874	Global developmental delay	CDKL5	DisGeNet
C0557874	Global developmental delay	CDON	DisGeNet
C0557874	Global developmental delay	FANCI	DisGeNet
C0557874	Global developmental delay	SOX10	DisGeNet
C0557874	Global developmental delay	ETHE1	DisGeNet
C0557874	Global developmental delay	FLII	DisGeNet
C0557874	Global developmental delay	SDHD	DisGeNet
C0557874	Global developmental delay	SMC1A	DisGeNet
C0557874	Global developmental delay	SCO1	DisGeNet
C0557874	Global developmental delay	TMEM138	DisGeNet
C0557874	Global developmental delay	FBXL4	DisGeNet
C0557874	Global developmental delay	AHI1	DisGeNet
C0557874	Global developmental delay	HELLS	DisGeNet
C0557874	Global developmental delay	RAI1	DisGeNet
C0557874	Global developmental delay	CACNA1D	DisGeNet
C0557874	Global developmental delay	PCCA	DisGeNet
C0557874	Global developmental delay	PROP1	DisGeNet
C0557874	Global developmental delay	KCNJ11	DisGeNet
C0557874	Global developmental delay	NOP10	DisGeNet
C0557874	Global developmental delay	NPC2	DisGeNet
